case_id,article_id,context
sc_2021_Union_Of_India_Through_Its_Secretary_vs_Bharti_Airtel_Ltd_on_28_October_2021_1,CONST_1950_Art246A,he GST is a beginning of a new era of cooperative federalism and the purport of Article 246A read with Article 279A of the Constitution fortify that position. It is a regim
sc_2021_Union_Of_India_Through_Its_Secretary_vs_Bharti_Airtel_Ltd_on_28_October_2021_1,CONST_1950_Art279A,f a new era of cooperative federalism and the purport of Article 246A read with Article 279A of the Constitution fortify that position. It is a regime to bring about paradi
sc_2021_Union_Of_India_Through_Its_Secretary_vs_Bharti_Airtel_Ltd_on_28_October_2021_1,CONST_1950_Art14,ial of credit of tax/duty paid under existing Acts would amount to violation of Article 14 and 300A of the Constitution of India. It noted that unutilized credit has been
sc_2021_Union_Of_India_Through_Its_Secretary_vs_Bharti_Airtel_Ltd_on_28_October_2021_1,CONST_1950_Art300A, unutilized credit has been recognized as vested right and property in terms of Article 300A of the Constitution. This decision was on facts of that case Union Of India Thr
sc_2021_Union_Of_India_vs_Dalbir_Singh_on_21_September_2021_1,CONST_1950_Art1,esheet was issued on 25.2.2013. Article I of the said chargesheet reads thus: “ ARTICLE 1 That during his posting at Amritsar Punjab No. 880957136 CT/GD Dalbir Singh of 
sc_2021_Union_Of_India_vs_Ex_Constable_Ram_Karan_on_11_November_2021_1,CONST_1950_Art226,atter of challenge by filing writ petition before the High Court of Delhi under Article 226 of the Constitution at the instance of the respondent. 6. After taking note of 
sc_2021_Union_Of_India_vs_Ilmo_Devi_on_7_October_2021_1,CONST_1950_Art226,"en specifically observed that the High Court, in exercise of jurisdiction under Article 226 of the Constitution of India, should not ordinarily issue direction for absorpt"
sc_2021_Union_Of_India_vs_K_A_Najeeb_on_1_February_2021_1,CONST_1950_Art43,"our Constitution, of course without addressing the statutory embargo created by Section 43−D (5) of UAPA. 12. The High Court’s view draws support from a batch of decision"
sc_2021_Union_Of_India_vs_K_A_Najeeb_on_1_February_2021_1,CONST_1950_Art21,"he reasons assigned by Page | 7 the High Court are apparently traceable back to Article 21 of our Constitution, of course without addressing the statutory embargo created"
sc_2021_Union_Of_India_vs_M_S_Puna_Hinda_on_6_September_2021_1,CONST_1950_Art23,"to the constitution of the Board of Officers on 12.8.2015 and claimed a sum of Rs.23,68,11,589/-, breakup of which has been reproduced hereunder. The said claim was"
sc_2021_Union_Of_India_vs_M_S_Puna_Hinda_on_6_September_2021_1,CONST_1950_Art28," cancelled on 8.6.2015.       I      Formation Work                            Rs.28,55,94,528.95              Total paid amounts [RAR Bills for         Rs. 16,24,4"
sc_2021_Union_Of_India_vs_M_S_Puna_Hinda_on_6_September_2021_1,CONST_1950_Art226,"of a contract is violated, ordinarily the remedy is not the writ petition under Article 226. We are also unable to agree with the observations of the High Court that the c"
sc_2021_Union_Of_India_vs_M_S_Puna_Hinda_on_6_September_2021_1,CONST_1950_Art32," pure contractual matters the extraordinary remedy of writ under Article 226 or Article 32 of the Constitution cannot be invoked. However, in a limited sphere such remedi"
sc_2021_Union_Of_India_vs_M_S_Puna_Hinda_on_6_September_2021_1,CONST_1950_Art12,"ngs of a State or would be comprehended in ‘other authority’ for the purpose of Article 12 of the Constitution, while determining price of the houses/flats constructed by"
sc_2021_Union_Of_India_vs_M_S_Raj_Grow_Impex_Llp_on_17_June_2021_1,CONST_1950_Art226,the nature of mandamus or any other appropriate writor order or direction under Article 226 of the Constitution of India ordering and directing the Respondents and in part
sc_2021_Union_Of_India_vs_M_S_Raj_Grow_Impex_Llp_on_17_June_2021_1,CONST_1950_Art142,"mith Kline Consumer Health Care Limited: 2020 SCC OnLine SC 440 that even under Article 142 of the Constitution, the Court cannot render the statutory provision otiose. 47"
sc_2021_Union_Of_India_vs_N_Murugesan_on_7_October_2021_1,CONST_1950_Art226,"h a case did not require the invocation of the discretionary jurisdiction under Article 226 of the Constitution of India. 16.Aggrieved by the aforesaid, the respondent fil"
sc_2021_Union_Of_India_vs_N_Murugesan_on_7_October_2021_1,CONST_1950_Art32,42) “The delay disentitles a party to discretionary relief under Article 226 or Article 32 of the Constitution. The appellants kept sleeping over their rights for long an
sc_2021_Union_Of_India_vs_Onkar_Nath_Dhar_on_5_August_2021_1,CONST_1950_Art14,blic office(s) would be clearly subject to judicial review on the touchstone of Article 14 of the Constitution of India. This is particularly so as such bungalows constit
sc_2021_Union_Of_India_vs_Onkar_Nath_Dhar_on_5_August_2021_1,CONST_1950_Art21,"was argued by Mr. Handoo that the right of shelter is a fundamental right under article 21 of the Indian Constitution. A right to shelter is a fundamental right, that may"
sc_2021_Union_Of_India_vs_Onkar_Nath_Dhar_on_5_August_2021_1,CONST_1950_Art142,ven accommodation which was in their possession. Such direction was in terms of Article 142 of the Con- stitution. This Court in a judgment reported as Indian Bank v. ABS 
sc_2021_Union_Of_India_vs_Onkar_Nath_Dhar_on_5_August_2021_1,CONST_1950_Art141,"on the peculiar facts of that case. Law declared by this Court is binding under Article 141. Any direction given on special facts, in exercise of jurisdiction under Articl"
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art1,"bha which reads thus: “RAJYA SABHA SECRETARIAT PARLIAMENT HOUSE, NEW DELHI No. Rs. 1/21/S1-B Dated: 31-1-1982 Memorandum In pursuance of Article 368 of the Constitu"
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art3,ply to cooperative societies confined to the territories of the Union Territories. 3. Part IXB of the Constitution of India came to be inserted by the Ninety-Sevent
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art55,"o have been made under this article whether before or after the commencement of section 55 of the Constitution (Forty-second Amendment) Act, Union Of India vs Rajendra N "
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art13,"z., that Parliament cannot amend the Constitution by breaching its basic features. 13. In this case, the provisions of Article 243ZI to 243ZQ and Article 243ZT are u"
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art368, 2021 Indian Kanoon - http://indiankanoon.org/doc/117721227/ 1   the proviso to Article 368(2). The impugned judgment of the High Court has declared that the said constitu
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art19,"368(2) proviso, which however will not impact amendments that have been made in Article 19(1)(c) and in inserting Article 43B in the Constitution of India. 3. The co-oper"
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art43B, not impact amendments that have been made in Article 19(1)(c) and in inserting Article 43B in the Constitution of India. 3. The co-operatives movement in India can be leg
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art246,"ontrol and professional management of co-operative societies. SEVENTH SCHEDULE (Article 246) List I—Union List xxx xxx xxx 43. Incorporation, regulation and winding up of "
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art243Z,"erwise requires,— (a) “authorised person” means a person referred to as such in article 243ZQ; (b) “board” means the board of directors or the governing body of a co-operat"
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art239,"lature of a State were a reference to the administrator thereof appointed under article 239 and, in relation to a Union territory having a Legislative Assembly, to that Le"
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art245,"nt has exercised its ‘constituent’ power and not ‘legislative’ power. Read with Article 245 of the Constitution of India, it would then be clear that since the legislative"
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art21A,", 2021 Indian Kanoon - http://indiankanoon.org/doc/117721227/ 11   insertion of Article 21A by Constitution (Eighty Sixth Amendment) Act, 2002. He then argued that as a ma"
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art254,"Co. Ltd., (1976) 1 SCC 466, this Court held: - “5. In view of the provisions of Article 254, the power of Parliament to legislate in regard to matters in List III, which a"
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art54,"s of the Bill: Provided that if such amendment seeks to make any change in— (a) article 54, article 55, article 73, article 162, article 241 or article 279A or (b) Chapte"
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art73,"that if such amendment seeks to make any change in— (a) article 54, article 55, article 73, article 162, article 241 or article 279A or (b) Chapter IV of Part V, Chapter "
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art162," amendment seeks to make any change in— (a) article 54, article 55, article 73, article 162, article 241 or article 279A or (b) Chapter IV of Part V, Chapter V of Part VI,"
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art241,"eks to make any change in— (a) article 54, article 55, article 73, article 162, article 241 or article 279A or (b) Chapter IV of Part V, Chapter V of Part VI, or Chapter I"
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art279A," change in— (a) article 54, article 55, article 73, article 162, article 241 or article 279A or (b) Chapter IV of Part V, Chapter V of Part VI, or Chapter I of Part XI, or "
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art4,"ade to any of the provisions of the Constitution, save and except Articles like Article 4 which expressly state that though the Constitution may be amended, no such amen"
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art2,d in the Constitution of India. The procedural limitations are contained in Sub-Article 2 of Article 368. The substantive limitation has been laid down by the celebrated
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art329, Article 368 came up for consideration in Indira Gandhi case [1975 Supp SCC 1]. Article 329-A(4) was struck down because it crossed the implied limitation of amending powe
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art21,ns on the power to amend and that it sought to eliminate the golden triangle of Article 21 read with Articles 14 and 19. (See also Minerva Mills case [(1980) 3 SCC 625].)
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art15,"nterconnected and some of them form part of the basic structure as reflected in Article 15, Article 21 read with Article 14, Article 14 read with Articles 16(4), (4-A), ("
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art14,"rm part of the basic structure as reflected in Article 15, Article 21 read with Article 14, Article 14 read with Articles 16(4), (4-A), (4-B), etc. Bharati [(1973) 4 SCC "
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art226,t these articles do not either in terms or in effect seek to make any change in Article 226 or in Articles 132 and 136. Article 31-A aims at saving laws providing for the 
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art31,or in effect seek to make any change in Article 226 or in Articles 132 and 136. Article 31-A aims at saving laws providing for the compulsory Union Of India vs Rajendra N
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art136,eaker/Chairman would be amenable to the jurisdiction of the Supreme Court under Article 136 and of the High Courts under Articles 226 and 227 as in the case of decisions a
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art102,n the case of decisions as to other disqualifications provided in clause (1) of Article 102 or 191 by the President/Governor under Article 103 or 192 in accordance with th
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art103,ns provided in clause (1) of Article 102 or 191 by the President/Governor under Article 103 or 192 in accordance with the opinion of the Election Commission which was the 
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art342A,"cally Backward Classes (SEBCs) and include them in a list to be published under Article 342A(1), which shall be deemed to include SEBCs in relation to each State and Union "
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art342,"on to “any backward class” under Articles 15(4) and 16(4) is anyway abridged by Article 342(A) read with Article 366(26c) of the Constitution of India? 6. Whether, Article"
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art366,"” under Articles 15(4) and 16(4) is anyway abridged by Article 342(A) read with Article 366(26c) of the Constitution of India? 6. Whether, Article 342A of the Constitution"
sc_2021_Union_Of_India_vs_Rajendra_N_Shah_on_20_July_2021_1,CONST_1950_Art338B, under Article 342A. This will accord with the spirit of the Constitution under Article 338B and the principle of cooperative federalism which guides the interpretation of 
